date,executionDesc,textModelFeatures,totalExecutionTime,trainInstances,testInstances,min_df,max_df,modelTrained,modelExecutionTime,trainAccuracy,testAccuracy,trainPrecision,testPrecision,trainRecall,testRecall,confusionMatrix,vectorizerFitTime,SMOTE
2018-06-21 16:53,bag_Of_Words,600,396.21,39220,9805,1,1.0,MLP,369.2,0.96,0.66,0.96,0.71,0.96,0.66,"[[ 298   22  123  287]
 [  62   22   47  108]
 [ 234   16  862  588]
 [ 928   84  867 5257]]",7.18,all
2018-06-21 16:56,bag_Of_Words,138,180.64,39220,9805,0.1,1.0,MLP,162.49,0.89,0.55,0.89,0.67,0.89,0.55,"[[ 298   28  177  227]
 [  48   34   75   82]
 [ 206   42  917  535]
 [ 892  266 1845 4133]]",7.05,all
2018-06-21 17:02,bag_Of_Words,600,385.61,39220,9805,1,0.8,MLP,359.03,0.96,0.61,0.96,0.7,0.96,0.61,"[[ 299   31  132  268]
 [  39   22   66  112]
 [ 205   22 1040  433]
 [ 886  109 1502 4639]]",7.11,all
2018-06-21 17:05,bag_Of_Words,138,186.11,39220,9805,0.1,0.8,MLP,168.26,0.88,0.58,0.88,0.67,0.88,0.58,"[[ 222   18  185  305]
 [  41   18   83   97]
 [ 143   37  926  594]
 [ 553  227 1882 4474]]",6.79,all
2018-06-21 17:08,bag_Of_Words,6,129.64,39220,9805,0.25,0.75,MLP,114.14,0.44,0.39,0.45,0.6,0.44,0.39,"[[ 250   81  121  278]
 [  76   24   45   94]
 [ 442  190  460  608]
 [1635  889 1479 3133]]",6.71,all
2018-06-21 17:10,bag_Of_Words,600,139.1,39220,9805,1,1.0,RF,113.36,1.0,0.7,1.0,0.71,1.0,0.7,"[[ 260    7  105  358]
 [  53   12   39  135]
 [ 144    6  804  746]
 [ 606    7  693 5830]]",6.83,all
2018-06-21 17:11,bag_Of_Words,138,64.55,39220,9805,0.1,1.0,RF,46.35,0.97,0.58,0.97,0.67,0.97,0.58,"[[ 292    7  185  246]
 [  43    9   88   99]
 [ 175    7  906  612]
 [ 682   35 1981 4438]]",6.76,all
2018-06-21 17:13,bag_Of_Words,600,140.65,39220,9805,1,0.8,RF,114.72,1.0,0.71,1.0,0.72,1.0,0.71,"[[ 280    4   94  352]
 [  51   10   42  136]
 [ 135    5  799  761]
 [ 716    5  588 5827]]",6.89,all
2018-06-21 17:14,bag_Of_Words,138,63.23,39220,9805,0.1,0.8,RF,45.67,0.97,0.57,0.97,0.67,0.97,0.57,"[[ 265    9  214  242]
 [  52    9   78  100]
 [ 141    7  940  612]
 [ 635   24 2081 4396]]",6.89,all
2018-06-21 17:15,bag_Of_Words,6,30.51,39220,9805,0.25,0.75,RF,14.58,0.7,0.41,0.71,0.6,0.7,0.41,"[[ 270   69  115  276]
 [  82   29   27  101]
 [ 417   88  549  646]
 [1728  553 1643 3212]]",7.15,all
2018-06-21 17:21,bag_Of_Words,600,371.08,39220,10935,1,1.0,MLP,344.15,0.96,0.66,0.96,0.74,0.96,0.66,"[[ 397   51  182  214]
 [  65   49   30   61]
 [ 244   37 1301  456]
 [ 740  111 1525 5472]]",7.16,all
2018-06-21 17:24,bag_Of_Words,138,197.0,39220,10935,0.1,1.0,MLP,178.55,0.88,0.49,0.88,0.67,0.88,0.49,"[[ 364   24  244  212]
 [  46   16   73   70]
 [ 287   59 1255  437]
 [1253  163 2740 3692]]",7.09,all
2018-06-21 17:31,bag_Of_Words,600,406.82,39220,10935,1,0.8,MLP,379.08,0.96,0.62,0.96,0.74,0.96,0.62,"[[ 442   43  213  146]
 [  67   42   46   50]
 [ 304   38 1348  348]
 [ 981  188 1739 4940]]",7.43,all
2018-06-21 17:35,bag_Of_Words,138,198.5,39220,10935,0.1,0.8,MLP,180.41,0.88,0.56,0.88,0.67,0.88,0.56,"[[ 337   50  194  263]
 [  32   45   30   98]
 [ 241   52 1102  643]
 [1038  201 1947 4662]]",6.79,all
2018-06-21 17:37,bag_Of_Words,6,137.69,39220,10935,0.25,0.75,MLP,120.99,0.45,0.33,0.47,0.62,0.45,0.33,"[[ 394  104  205  141]
 [  75   33   54   43]
 [ 622  188  759  469]
 [2448  657 2271 2472]]",7.22,all
2018-06-21 17:39,bag_Of_Words,600,143.78,39220,10935,1,1.0,RF,117.04,1.0,0.72,1.0,0.76,1.0,0.72,"[[ 410    3  212  219]
 [  52   10   61   82]
 [ 193    0 1300  545]
 [ 607    0 1066 6175]]",6.98,all
2018-06-21 17:40,bag_Of_Words,138,65.91,39220,10935,0.1,1.0,RF,47.49,0.97,0.55,0.97,0.68,0.97,0.55,"[[ 314    0  293  237]
 [  38    8   86   73]
 [ 147    2 1339  550]
 [ 730   27 2722 4369]]",7.08,all
2018-06-21 17:43,bag_Of_Words,600,143.3,39220,10935,1,0.8,RF,115.99,1.0,0.72,1.0,0.76,1.0,0.72,"[[ 394    1  201  248]
 [  67    5   46   87]
 [ 150    0 1372  516]
 [ 530    2 1207 6109]]",7.46,all
2018-06-21 17:44,bag_Of_Words,138,66.05,39220,10935,0.1,0.8,RF,47.06,0.97,0.55,0.97,0.67,0.97,0.55,"[[ 284    4  248  308]
 [  54    9   60   82]
 [ 149    1 1291  597]
 [ 696    4 2675 4473]]",7.3,all
2018-06-21 17:44,bag_Of_Words,6,31.7,39220,10935,0.25,0.75,RF,14.65,0.7,0.43,0.71,0.61,0.7,0.43,"[[ 258  108  174  304]
 [  61   27   39   78]
 [ 451  184  727  676]
 [1437  710 2065 3636]]",7.24,all
