date,executionDesc,textModelFeatures,modelName,modelExecutionTime,trainInstances,testInstances,modelTrained,totalExecutionTime,trainAccuracy,testAccuracy,trainPrecision,testPrecision,trainRecall,testRecall,confusionMatrix,SMOTE
2018-06-27 08:26,vector_Average,600,~/GoogleNews-vectors-negative300.bin,418.14,39220,9805,MLP,546.46,0.99,0.81,0.99,0.79,0.99,0.81,"[[ 248   10  113  359]
 [  25   26   39  149]
 [ 131   13  987  569]
 [ 116   10  310 6700]]",all
2018-06-27 08:35,vector_Average,600,~/GoogleNews-vectors-negative300.bin,418.98,39220,9805,MLP,544.12,0.99,0.8,0.99,0.79,0.99,0.8,"[[ 327    5   94  304]
 [  37   21   29  152]
 [ 206   19  927  548]
 [ 282    8  317 6529]]",all
2018-06-27 08:44,vector_Average,600,~/GoogleNews-vectors-negative300.bin,419.36,39220,9805,MLP,546.2,0.96,0.77,0.96,0.77,0.96,0.77,"[[ 316    8  105  301]
 [  42   21   18  158]
 [ 238   27  863  572]
 [ 401   10  392 6333]]",all
2018-06-27 08:54,vector_Average,600,~/GoogleNews-vectors-negative300.bin,423.72,39220,9805,MLP,553.03,1.0,0.81,1.0,0.8,1.0,0.81,"[[ 331    4   91  304]
 [  40   21   26  152]
 [ 194   13  900  593]
 [ 167    9  224 6736]]",all
2018-06-27 09:03,vector_Average,600,~/GoogleNews-vectors-negative300.bin,420.57,39220,9805,MLP,548.07,1.0,0.82,1.0,0.81,1.0,0.82,"[[ 372    3  106  249]
 [  53   26   25  135]
 [ 227    8  958  507]
 [ 217    6  266 6647]]",all
2018-06-27 09:12,vector_Average,600,~/GoogleNews-vectors-negative300.bin,420.4,39220,9805,MLP,548.58,1.0,0.82,1.0,0.81,1.0,0.82,"[[ 332    6  108  284]
 [  36   22   29  152]
 [ 157   12  965  566]
 [ 132   10  256 6738]]",all
2018-06-27 09:21,vector_Average,600,~/GoogleNews-vectors-negative300.bin,382.99,39220,9805,MLP,509.78,1.0,0.81,1.0,0.8,1.0,0.81,"[[ 356    3   92  279]
 [  54   21   26  138]
 [ 199   12  869  620]
 [ 172    6  221 6737]]",all
2018-06-27 09:30,vector_Average,600,~/GoogleNews-vectors-negative300.bin,427.31,39220,9805,MLP,557.84,1.0,0.82,1.0,0.8,1.0,0.82,"[[ 277    7  110  336]
 [  15   24   27  173]
 [ 155   12  960  573]
 [  99    8  250 6779]]",all
2018-06-27 09:39,vector_Average,600,~/GoogleNews-vectors-negative300.bin,426.37,39220,9805,MLP,554.86,1.0,0.79,1.0,0.79,1.0,0.79,"[[ 373    4   94  259]
 [  53   16   22  148]
 [ 249   17  876  558]
 [ 416    7  228 6485]]",all
2018-06-27 09:48,vector_Average,600,~/GoogleNews-vectors-negative300.bin,427.11,39220,9805,MLP,555.61,1.0,0.83,1.0,0.81,1.0,0.83,"[[ 339   12  121  258]
 [  48   27   35  129]
 [ 155   14 1040  491]
 [ 145   16  264 6711]]",all
