date,executionDesc,textModelFeatures,modelName,loadModelTime,trainDataFormattingTime,trainDataFeatureVecsTime,testDataFormattingTime,testDataFeatureVecsTime,totalExecutionTime,trainInstances,testInstances,modelTrained,modelExecutionTime,trainAccuracy,testAccuracy,confusionMatrix,averagePrecision,recall,averagePrecisionSK,recallSK
2018-05-01 17:43,vector_Average,600,300features_15minwords_10contextALL,0.72,4.48,45.71,2.26,10.66,117.89,39220,9805,MLP,53.77,0.85,0.77,"[[  12    0   76  642]
 [   2    0   10  227]
 [   8    0  604 1088]
 [   1    0  170 6965]]",0.93,1.0,0.73,0.77
2018-05-01 17:45,vector_Average,600,300features_15minwords_10contextALL,0.24,5.11,48.12,2.28,10.83,143.35,39220,9805,RF,76.47,1.0,0.79,"[[ 104    1   36  589]
 [   2   15    3  219]
 [   4    0  556 1140]
 [   0    0   34 7102]]",0.82,0.79,0,0
2018-05-01 17:48,vector_Average,600,~/GoogleNews-vectors-negative300.bin,49.59,5.95,35.57,4.48,9.77,157.63,39220,9805,MLP,52.0,0.8,0.75,"[[   4    0   29  697]
 [   0    0    6  233]
 [   0    0  358 1342]
 [   6    0   99 7031]]",0.93,1.0,0.71,0.75
2018-05-01 17:51,vector_Average,600,~/GoogleNews-vectors-negative300.bin,47.73,6.75,37.34,4.27,11.82,194.48,39220,9805,RF,86.29,1.0,0.78,"[[  83    1   30  616]
 [   2    9    4  224]
 [   3    1  407 1289]
 [   0    0   36 7100]]",0.8,0.78,0,0
2018-05-01 17:53,vector_Average,600,300features_15minwords_10contextALL,0.21,4.35,46.4,2.77,14.11,119.15,39220,10935,MLP,51.02,0.84,0.79,"[[  16    0  177  651]
 [   7    0   62  136]
 [  28    0 1100  910]
 [   5    0  347 7496]]",0.92,1.0,0.73,0.79
2018-05-01 17:56,vector_Average,600,300features_15minwords_10contextALL,0.2,4.35,48.54,2.63,14.16,147.36,39220,10935,RF,77.17,1.0,0.89,"[[ 433    5  163  243]
 [  16   61   55   73]
 [ 143    7 1432  456]
 [   1    0   88 7759]]",0.88,0.89,0,0
2018-05-01 17:58,vector_Average,600,~/GoogleNews-vectors-negative300.bin,46.08,6.35,36.08,4.89,12.23,156.63,39220,10935,MLP,50.73,0.81,0.75,"[[   3    0  105  736]
 [   1    0   54  150]
 [   9    0  736 1293]
 [   7    0  344 7497]]",0.92,1.0,0.68,0.75
2018-05-01 18:02,vector_Average,600,~/GoogleNews-vectors-negative300.bin,46.45,6.03,36.81,4.75,12.14,189.92,39220,10935,RF,83.47,1.0,0.84,"[[ 265    4  158  417]
 [   8   13   51  133]
 [  71    0 1192  775]
 [  11    0   94 7743]]",0.83,0.84,0,0
