date,executionDesc,textModelFeatures,modelName,loadModelTime,trainDataFormattingTime,trainDataFeatureVecsTime,testDataFormattingTime,testDataFeatureVecsTime,totalExecutionTime,trainInstances,testInstances,modelTrained,modelExecutionTime,trainAccuracy,testAccuracy,confusionMatrix,averagePrecisionSK,recallSK,SMOTE
2018-05-22 19:12,vector_Average,600,~/GoogleNews-vectors-negative300.bin,51.15,6.09,37.2,4.45,10.97,531.42,39220,9805,MLP,400.6,0.96,0.8,"[[ 381   21  118  210]
 [  60   30   25  124]
 [ 232   35 1003  430]
 [ 244   39  409 6444]]",0.8,0.8,all
2018-05-22 19:18,vector_Average,600,~/GoogleNews-vectors-negative300.bin,46.97,5.58,30.1,3.65,8.64,394.69,39220,9805,MLP,282.73,0.96,0.77,"[[ 426   16   94  194]
 [  77   25   30  107]
 [ 365   33  926  376]
 [ 465   34  503 6134]]",0.79,0.77,all
2018-05-22 19:28,vector_Average,600,~/GoogleNews-vectors-negative300.bin,53.26,7.75,39.0,4.91,10.93,604.25,39220,9805,MLP,467.76,0.77,0.66,"[[ 498    7  122  103]
 [ 122   35   42   40]
 [ 425   25  971  279]
 [1123   25 1031 4957]]",0.77,0.66,all
2018-05-22 19:38,vector_Average,600,~/GoogleNews-vectors-negative300.bin,51.77,6.63,34.99,4.66,10.56,597.15,39220,9805,MLP,467.53,0.9,0.79,"[[ 383    8   91  248]
 [  64   25   28  122]
 [ 282   28  975  415]
 [ 375   15  381 6365]]",0.8,0.79,all
2018-05-22 19:48,vector_Average,600,~/GoogleNews-vectors-negative300.bin,52.69,6.55,35.7,4.45,10.23,553.78,39220,9805,MLP,424.69,0.94,0.8,"[[ 378    9  113  230]
 [  52   26   31  130]
 [ 254   24  952  470]
 [ 266   19  325 6526]]",0.8,0.8,all
2018-05-22 20:05,vector_Average,600,~/GoogleNews-vectors-negative300.bin,53.79,6.86,36.34,4.72,11.22,769.57,39220,9805,MLP,636.05,0.84,0.76,"[[ 395    5  112  218]
 [  71   21   33  114]
 [ 296   11  954  439]
 [ 501    6  522 6107]]",0.78,0.76,all
2018-05-22 20:19,vector_Average,600,~/GoogleNews-vectors-negative300.bin,50.24,6.25,37.97,4.38,11.25,813.77,39220,9805,MLP,683.86,0.94,0.79,"[[ 424    6  106  194]
 [  69   18   39  113]
 [ 316    9  972  403]
 [ 379    4  406 6347]]",0.8,0.79,all
2018-05-22 20:27,vector_Average,600,~/GoogleNews-vectors-negative300.bin,50.35,6.81,38.14,4.54,11.46,502.07,39220,9805,MLP,371.04,0.99,0.8,"[[ 262    7   85  376]
 [  32   18   16  173]
 [ 148   18  792  742]
 [ 109    9  211 6807]]",0.78,0.8,all
2018-05-22 20:45,vector_Average,600,~/GoogleNews-vectors-negative300.bin,53.25,6.47,37.54,4.2,10.86,784.83,39220,9805,MLP,653.81,0.9,0.81,"[[ 400    5   99  226]
 [  61   23   26  129]
 [ 274   10  989  427]
 [ 248    3  364 6521]]",0.81,0.81,all
2018-05-22 20:57,vector_Average,600,~/GoogleNews-vectors-negative300.bin,48.17,5.41,32.71,3.98,9.25,702.64,39220,9805,MLP,585.85,0.98,0.83,"[[ 354    4  105  267]
 [  52   23   25  139]
 [ 189    9 1014  488]
 [ 137    4  237 6758]]",0.82,0.83,all
2018-05-22 21:03,vector_Average,600,~/GoogleNews-vectors-negative300.bin,49.65,5.65,33.02,4.35,9.57,354.94,39220,9805,MLP,234.6,0.98,0.8,"[[ 295    6   57  372]
 [  32   21   10  176]
 [ 175   12  769  744]
 [ 176   10  166 6784]]",0.79,0.8,all
2018-05-22 21:23,vector_Average,600,~/GoogleNews-vectors-negative300.bin,47.12,6.04,32.67,4.3,9.34,501.1,39220,9805,MLP,384.0,0.96,0.78,"[[ 398   16  133  183]
 [  60   29   50  100]
 [ 275   44 1080  301]
 [ 433   41  540 6122]]",0.8,0.78,all
2018-05-22 21:31,vector_Average,600,~/GoogleNews-vectors-negative300.bin,46.2,6.39,32.27,4.56,9.59,499.37,39220,9805,MLP,381.55,0.87,0.78,"[[ 400   22  105  203]
 [  49   42   28  120]
 [ 262   56  951  431]
 [ 417   61  452 6206]]",0.79,0.78,all
2018-05-22 21:39,vector_Average,600,~/GoogleNews-vectors-negative300.bin,46.83,6.66,33.02,4.56,9.58,474.73,39220,9805,MLP,354.69,0.25,0.02,"[[   0  730    0    0]
 [   0  239    0    0]
 [   0 1700    0    0]
 [   0 7136    0    0]]",0.0,0.02,all
