date,executionDesc,textModelFeatures,modelName,loadModelTime,trainDataFormattingTime,trainDataFeatureVecsTime,testDataFormattingTime,testDataFeatureVecsTime,totalExecutionTime,trainInstances,testInstances,modelTrained,modelExecutionTime,trainAccuracy,testAccuracy,confusionMatrix,averagePrecisionSK,recallSK,SMOTE
2018-05-14 20:54,vector_Average,600,300features_15minwords_10contextALL,0.34,5.08,47.46,2.06,10.56,234.96,39220,9805,MLP,156.83,0.9,0.8,"[[ 298   31  126  275]
 [  29   39   29  142]
 [ 196   52  975  477]
 [ 160   61  341 6574]]",0.79,0.8,all
2018-05-14 20:59,vector_Average,600,300features_15minwords_10contextALL,0.19,4.11,45.47,2.02,10.35,288.15,39220,9805,MLP,213.59,0.9,0.8,"[[ 341   40  133  216]
 [  41   49   29  120]
 [ 251   63 1032  354]
 [ 254  118  380 6384]]",0.8,0.8,all
2018-05-14 21:05,vector_Average,600,300features_15minwords_10contextALL,0.2,4.38,47.97,2.14,10.78,367.7,39220,9805,MLP,289.51,0.9,0.8,"[[ 261   28  187  254]
 [  29   32   45  133]
 [ 167   41 1058  434]
 [ 144   51  449 6492]]",0.79,0.8,all
2018-05-14 21:12,vector_Average,600,300features_15minwords_10contextALL,0.21,4.6,50.63,2.38,11.32,438.27,39220,9805,MLP,356.51,0.92,0.81,"[[ 263   34  169  264]
 [  21   34   45  139]
 [ 125   44 1081  450]
 [  97   47  402 6590]]",0.8,0.81,all
2018-05-14 21:20,vector_Average,600,300features_15minwords_10contextALL,0.2,4.34,48.02,2.4,11.12,497.05,39220,9805,MLP,418.31,0.95,0.81,"[[ 288   39  153  250]
 [  29   32   48  130]
 [ 171   42 1046  441]
 [ 147   64  358 6567]]",0.8,0.81,all
2018-05-14 21:30,vector_Average,600,300features_15minwords_10contextALL,0.19,4.25,47.02,2.35,11.12,572.02,39220,9805,MLP,494.13,0.94,0.79,"[[ 347   34  118  231]
 [  32   44   30  133]
 [ 271   53  977  399]
 [ 264  102  347 6423]]",0.8,0.79,all
2018-05-14 21:36,vector_Average,600,300features_15minwords_10contextALL,0.2,4.17,45.83,2.26,11.09,368.07,39220,9805,MLP,291.48,0.9,0.8,"[[ 298   35  172  225]
 [  37   39   45  118]
 [ 195   51 1107  347]
 [ 181   93  496 6366]]",0.8,0.8,all
2018-05-14 21:43,vector_Average,600,300features_15minwords_10contextALL,0.2,4.48,49.65,2.3,11.18,384.44,39220,9805,MLP,303.7,0.87,0.8,"[[ 270   50  141  269]
 [  28   45   32  134]
 [ 179   67  930  524]
 [ 138   98  317 6583]]",0.79,0.8,all
2018-05-14 21:49,vector_Average,600,300features_15minwords_10contextALL,0.2,4.3,46.83,2.34,10.96,382.71,39220,9805,MLP,304.89,0.61,0.43,"[[ 406   90   89  145]
 [ 105   55   17   62]
 [ 348  105  736  511]
 [2111  506 1485 3034]]",0.66,0.43,all
2018-05-14 21:54,vector_Average,600,300features_15minwords_10contextALL,0.19,4.5,46.58,2.13,11.02,275.98,39220,9805,MLP,199.37,0.9,0.78,"[[ 338   37  149  206]
 [  42   35   40  122]
 [ 260   52 1024  364]
 [ 264   85  497 6290]]",0.79,0.78,all
2018-05-14 21:59,vector_Average,600,300features_15minwords_10contextALL,0.2,4.39,47.05,2.25,10.63,327.74,39220,9805,MLP,250.39,0.89,0.78,"[[ 357   48  123  202]
 [  40   60   37  102]
 [ 287   74  980  359]
 [ 314  147  406 6269]]",0.8,0.78,all
2018-05-14 22:06,vector_Average,600,300features_15minwords_10contextALL,0.19,4.39,46.59,2.41,10.78,398.9,39220,9805,MLP,321.5,0.9,0.8,"[[ 333   24  140  233]
 [  41   37   35  126]
 [ 237   45  984  434]
 [ 214   53  366 6503]]",0.8,0.8,all
2018-05-14 22:09,vector_Average,600,300features_15minwords_10contextALL,0.19,4.59,46.0,2.49,10.68,201.59,39220,9805,MLP,124.83,0.89,0.8,"[[ 282   57  130  261]
 [  22   50   26  141]
 [ 197   58  963  482]
 [ 156   79  317 6584]]",0.79,0.8,all
2018-05-14 22:12,vector_Average,600,300features_15minwords_10contextALL,0.19,4.33,46.29,2.46,11.45,195.84,39220,9805,MLP,118.36,0.89,0.81,"[[ 256   30  143  301]
 [  13   43   24  159]
 [ 165   51  931  553]
 [ 127   42  291 6676]]",0.79,0.81,all
