date,executionDesc,textModelFeatures,modelName,loadModelTime,trainDataFormattingTime,trainDataFeatureVecsTime,testDataFormattingTime,testDataFeatureVecsTime,totalExecutionTime,trainInstances,testInstances,modelTrained,modelExecutionTime,trainAccuracy,testAccuracy,confusionMatrix,averagePrecision,recall,vectorizerFitTime
2018-04-15 20:57,bag_Of_Words,600,,,0,1.8502578735351562,0,0.42168474197387695,17.51754069328308,9595,2398,MLP,13.099019765853882,0.8314747,0.81317765,"[[ 136   41    0    0]
 [  45   12    0    0]
 [ 244  166    0    0]
 [  23 1731    0    0]]",0.97897434,0.85952276,2.037628650665283
2018-04-15 20:57,bag_Of_Words,110,,,0,1.6085107326507568,0,0.41699838638305664,11.532841682434082,9595,2398,MLP,7.7105512619018555,0.76081294,0.76021683,"[[ 173    4    0    0]
 [  54    3    0    0]
 [ 338   72    0    0]
 [  10 1744    0    0]]",0.99780583,0.8190004,1.7288484573364258
2018-04-15 20:57,bag_Of_Words,600,,,0,1.7111990451812744,0,0.4114696979522705,16.261160373687744,9595,2398,MLP,12.073097229003906,0.8423137,0.8181818,"[[ 140   37    0    0]
 [  48    9    0    0]
 [ 208  202    0    0]
 [  40 1714    0    0]]",0.9811417,0.8667267,1.9624109268188477
2018-04-15 20:58,bag_Of_Words,110,,,0,1.7308223247528076,0,0.44060683250427246,11.895191669464111,9595,2398,MLP,7.980865240097046,0.76873374,0.7714762,"[[ 169    8    0    0]
 [  53    4    0    0]
 [ 308  102    0    0]
 [  18 1736    0    0]]",0.9956757,0.82935613,1.6606097221374512
2018-04-15 20:58,bag_Of_Words,6,,,0,1.5607681274414062,0,0.41291069984436035,10.605044603347778,9595,2398,MLP,6.6434009075164795,0.7268369,0.73144287,"[[ 177    0    0    0]
 [  57    0    0    0]
 [ 410    0    0    0]
 [   0 1754    0    0]]",1.0,0.78973436,1.9264678955078125
2018-04-15 20:58,bag_Of_Words,600,,,0,1.7288594245910645,0,0.4406888484954834,11.97378945350647,9595,2398,RF,7.6483025550842285,0.9972902553413237,0.8924103419516264,"[[ 102   17   20   38]
 [  20   18   12    7]
 [  21   12  300   77]
 [  17    2   15 1720]]",0.8924103419516264,0.8924103419516264,2.0462958812713623
2018-04-15 20:58,bag_Of_Words,110,,,0,1.7487587928771973,0,0.45868539810180664,6.998189926147461,9595,2398,RF,2.5623514652252197,0.9565398645127671,0.8361134278565471,"[[  80   18    9   70]
 [  11   20    8   18]
 [  17    9  247  137]
 [  39   19   38 1658]]",0.8361134278565471,0.8361134278565471,2.1423118114471436
2018-04-15 20:58,bag_Of_Words,600,,,0,1.9300458431243896,0,0.4944651126861572,12.921863555908203,9595,2398,RF,8.363106966018677,0.9972902553413237,0.8978315262718932,"[[ 105   17   18   37]
 [  21   18   12    6]
 [  18   12  310   70]
 [  17    2   15 1720]]",0.8978315262718932,0.8978315262718932,2.015876531600952
2018-04-15 20:58,bag_Of_Words,110,,,0,1.8477628231048584,0,0.4126613140106201,6.73084282875061,9595,2398,RF,2.3837528228759766,0.9565398645127671,0.8381984987489575,"[[  80   20    8   69]
 [  13   18    9   17]
 [  14    9  252  135]
 [  39   21   34 1660]]",0.8381984987489575,0.8381984987489575,2.0164644718170166
2018-04-15 20:59,bag_Of_Words,6,,,0,1.68316650390625,0,0.38889575004577637,5.138590097427368,9595,2398,RF,0.8865771293640137,0.7889525794684732,0.7335279399499584,"[[  14    5   13  145]
 [   3    8    4   42]
 [   7    2   58  343]
 [   8    9   58 1679]]",0.7335279399499584,0.7335279399499584,2.120335340499878
