date,executionDesc,textModelFeatures,modelName,modelExecutionTime,trainInstances,testInstances,modelTrained,totalExecutionTime,trainAccuracy,testAccuracy,trainPrecision,testPrecision,trainRecall,testRecall,confusionMatrix,SMOTE
2018-06-17 15:12,vector_Average,600,300features_15minwords_10contextALL,122.08,39220,9805,MLP,189.88,0.85,0.77,0.81,0.72,0.85,0.77,"[[   7    0   73  650]
 [   1    0   10  228]
 [   6    0  558 1136]
 [   0    0  161 6975]]",
2018-06-17 15:14,vector_Average,600,300features_15minwords_10contextALL,75.42,39220,9805,RF,143.17,1.0,0.8,1.0,0.82,1.0,0.8,"[[ 100    2   41  587]
 [   2   15    3  219]
 [   3    0  569 1128]
 [   0    0   24 7112]]",
2018-06-17 15:18,vector_Average,600,~/GoogleNews-vectors-negative300.bin,107.99,39220,9805,MLP,211.86,0.82,0.76,0.79,0.7,0.82,0.76,"[[   8    0   57  665]
 [   3    0    9  227]
 [  11    0  540 1149]
 [   6    0  203 6927]]",
2018-06-17 15:21,vector_Average,600,~/GoogleNews-vectors-negative300.bin,81.74,39220,9805,RF,178.52,1.0,0.77,1.0,0.8,1.0,0.77,"[[  80    1   30  619]
 [   1   10    4  224]
 [   3    1  390 1306]
 [   3    0   20 7113]]",
2018-06-17 15:24,vector_Average,600,300features_15minwords_10contextALL,129.44,39220,10935,MLP,202.0,0.85,0.8,0.81,0.75,0.85,0.8,"[[  47    0  189  608]
 [  18    0   71  116]
 [  34    0 1126  878]
 [   8    0  271 7569]]",
2018-06-17 15:27,vector_Average,600,300features_15minwords_10contextALL,75.73,39220,10935,RF,147.2,1.0,0.89,1.0,0.88,1.0,0.89,"[[ 468    5  163  208]
 [  11   62   59   73]
 [ 143   10 1423  462]
 [   3    0   73 7772]]",
2018-06-17 15:31,vector_Average,600,~/GoogleNews-vectors-negative300.bin,130.2,39220,10935,MLP,230.25,0.83,0.78,0.8,0.74,0.83,0.78,"[[  39    0  143  662]
 [   4    0   65  136]
 [  17    0  973 1048]
 [  11    0  363 7474]]",
2018-06-17 15:34,vector_Average,600,~/GoogleNews-vectors-negative300.bin,83.32,39220,10935,RF,182.37,1.0,0.84,1.0,0.83,1.0,0.84,"[[ 273    2  160  409]
 [   8   21   57  119]
 [  60    0 1190  788]
 [  18    0  141 7689]]",
