date,execution,trainValidationTime,testTime
2018-06-17 11:32,,761.69,802.45
2018-06-17 12:38,,663.38,796.37
2018-06-17 15:09,,686.81,702.07
2018-06-17 15:34,,727.41,768.19
2018-06-17 16:47,,1734.86,1741.11
2018-06-17 17:49,,1843.23,1882.1
