date,executionDesc,textModelFeatures,modelName,loadModelTime,trainDataFormattingTime,trainDataFeatureVecsTime,testDataFormattingTime,testDataFeatureVecsTime,totalExecutionTime,trainInstances,testInstances,modelTrained,modelExecutionTime,trainAccuracy,testAccuracy,confusionMatrix,averagePrecisionSK,recallSK,SMOTE
2018-05-25 17:50,vector_Average,600,300features_15minwords_10contextALL,0.61,4.51,55.85,2.23,13.48,424.25,39220,9805,MLP,335.4,0.9,0.8,"[[ 275   35  171  249]
 [  22   44   48  125]
 [ 192   47  989  472]
 [ 141   80  396 6519]]",0.79,0.8,all
2018-05-25 17:57,vector_Average,600,300features_15minwords_10contextALL,0.18,4.38,52.33,2.03,12.68,454.9,39220,9805,MLP,372.55,0.65,0.66,"[[ 353   56  146  175]
 [ 111   46   27   55]
 [ 333   69  932  366]
 [1062   99  791 5184]]",0.76,0.66,all
2018-05-25 18:05,vector_Average,600,300features_15minwords_10contextALL,0.18,4.2,52.71,2.13,12.1,454.18,39220,9805,MLP,371.6,0.4,0.16,"[[ 255  315  150   10]
 [  94  115   27    3]
 [ 383  269 1011   37]
 [2509 1266 3161  200]]",0.63,0.16,all
2018-05-25 18:15,vector_Average,600,300features_15minwords_10contextALL,0.28,4.07,50.77,1.82,11.13,407.07,39220,9805,MLP,327.56,0.89,0.81,"[[ 259   38  127  306]
 [  25   39   31  144]
 [ 152   55  936  557]
 [ 106   51  275 6704]]",0.79,0.81,all
2018-05-25 18:22,vector_Average,600,300features_15minwords_10contextALL,0.28,3.31,50.54,1.83,11.73,423.96,39220,9805,MLP,345.74,0.91,0.78,"[[ 345   70   92  223]
 [  22   77   14  126]
 [ 293  148  825  434]
 [ 214  252  274 6396]]",0.8,0.78,all
2018-05-25 18:29,vector_Average,600,300features_15minwords_10contextALL,0.18,3.84,50.04,2.09,11.83,420.1,39220,9805,MLP,340.81,0.87,0.78,"[[ 262   66  207  195]
 [  21   69   47  102]
 [ 145   80 1218  257]
 [ 178  178  699 6081]]",0.8,0.78,all
2018-05-25 18:36,vector_Average,600,300features_15minwords_10contextALL,0.19,4.25,51.29,2.11,12.61,421.98,39220,9805,MLP,340.47,0.8,0.66,"[[ 459   71  134   66]
 [ 100   68   33   38]
 [ 459  100 1034  107]
 [1096  285  855 4900]]",0.8,0.66,all
2018-05-25 18:44,vector_Average,600,300features_15minwords_10contextALL,0.18,4.2,51.94,2.06,11.62,456.98,39220,9805,MLP,375.91,0.77,0.79,"[[ 330   47  116  237]
 [  51   52   25  111]
 [ 228   65  915  492]
 [ 299   88  346 6403]]",0.79,0.79,all
2018-05-25 18:51,vector_Average,600,300features_15minwords_10contextALL,0.18,4.16,51.62,2.14,12.4,438.52,39220,9805,MLP,356.84,0.9,0.81,"[[ 257   25  148  300]
 [  31   33   38  137]
 [ 156   38  987  519]
 [ 126   45  332 6633]]",0.79,0.81,all
2018-05-25 19:19,vector_Average,600,300features_15minwords_10contextALL,0.31,4.38,55.8,2.01,12.58,727.71,39220,9805,MLP,640.83,0.84,0.78,"[[ 340   36  183  171]
 [  46   47   64   82]
 [ 234   66 1094  306]
 [ 224   92  700 6120]]",0.79,0.78,all
2018-05-25 19:30,vector_Average,600,300features_15minwords_10contextALL,0.18,3.85,52.4,2.19,11.85,654.02,39220,9805,MLP,572.21,0.89,0.77,"[[ 313   26  204  187]
 [  27   36   73  103]
 [ 209   61 1125  305]
 [ 204  108  714 6110]]",0.79,0.77,all
2018-05-25 19:41,vector_Average,600,300features_15minwords_10contextALL,0.18,3.74,48.14,1.86,10.98,640.98,39220,9805,MLP,565.47,0.93,0.77,"[[ 311   23  196  200]
 [  24   33   62  120]
 [ 199   58 1129  314]
 [ 223  119  679 6115]]",0.79,0.77,all
2018-05-25 19:48,vector_Average,600,300features_15minwords_10contextALL,0.18,4.0,50.76,2.07,11.8,421.87,39220,9805,MLP,342.28,0.92,0.78,"[[ 339   27  153  211]
 [  30   48   38  123]
 [ 309   64  967  360]
 [ 254  109  500 6273]]",0.79,0.78,all
2018-05-25 19:55,vector_Average,600,300features_15minwords_10contextALL,0.18,3.98,47.45,2.13,11.03,460.3,39220,9805,MLP,384.54,0.97,0.79,"[[ 266    7  202  255]
 [  21   21   73  124]
 [ 146   32 1126  396]
 [ 121   34  630 6351]]",0.79,0.79,all
2018-05-25 20:08,vector_Average,600,300features_15minwords_10contextALL,0.29,3.21,50.81,2.03,11.63,451.53,39220,9805,MLP,372.43,0.95,0.79,"[[ 296   36  159  239]
 [  24   47   52  116]
 [ 173   63 1040  424]
 [ 177  101  451 6407]]",0.79,0.79,all
2018-05-25 20:16,vector_Average,600,300features_15minwords_10contextALL,0.19,4.05,51.72,2.14,11.64,453.76,39220,9805,MLP,371.34,0.96,0.8,"[[ 240    7  210  273]
 [  25   22   51  141]
 [ 140   21 1122  417]
 [ 126   17  485 6508]]",0.79,0.8,all
2018-05-25 20:25,vector_Average,600,300features_15minwords_10contextALL,0.18,4.41,48.47,2.07,10.68,529.55,39220,9805,MLP,453.02,0.78,0.7,"[[ 329  121  164  116]
 [  47   94   52   46]
 [ 284  239  987  190]
 [ 440  375  875 5446]]",0.79,0.7,all
