date,execution,trainValidationTime,testTime
2018-05-15 14:15,,4614.25,0.0
2018-05-15 17:22,,4351.85,0.0
2018-05-15 18:36,,745.48,0.0
2018-05-15 19:02,,746.57,0.0
2018-05-15 19:26,,885.0,0.0
2018-05-15 19:48,,1128.53,0.0
2018-05-15 20:44,,2506.97,0.0
