date,executionDesc,textModelFeatures,modelName,loadModelTime,trainDataFormattingTime,trainDataFeatureVecsTime,testDataFormattingTime,testDataFeatureVecsTime,totalExecutionTime,trainInstances,testInstances,modelTrained,modelExecutionTime,trainAccuracy,testAccuracy,confusionMatrix,averagePrecisionSK,recallSK,SMOTE
2018-05-23 20:10,vector_Average,600,300features_15minwords_10contextALL,0.39,5.14,62.1,2.81,14.19,538.36,39220,9805,MLP,439.01,0.89,0.79,"[[ 326   35  151  218]
 [  40   40   35  124]
 [ 222   56 1041  381]
 [ 211  107  457 6361]]",0.8,0.79,all
2018-05-23 20:19,vector_Average,600,300features_15minwords_10contextALL,0.22,5.21,61.76,3.06,15.18,511.21,39220,9805,MLP,411.54,0.87,0.79,"[[ 301   56  146  227]
 [  37   59   39  104]
 [ 221   88 1022  369]
 [ 247  151  410 6328]]",0.8,0.79,all
2018-05-23 20:27,vector_Average,600,300features_15minwords_10contextALL,0.21,6.21,63.11,3.34,15.01,510.09,39220,9805,MLP,407.78,0.78,0.73,"[[ 409   51  140  130]
 [  82   62   31   64]
 [ 333   90  970  307]
 [ 673  174  617 5672]]",0.79,0.73,all
2018-05-23 20:36,vector_Average,600,300features_15minwords_10contextALL,0.21,4.84,62.44,3.44,14.36,509.63,39220,9805,MLP,409.57,0.59,0.43,"[[ 497   43   99   91]
 [ 148   49   11   31]
 [ 449   94  718  439]
 [2687  304 1227 2918]]",0.68,0.43,all
2018-05-23 20:44,vector_Average,600,300features_15minwords_10contextALL,0.22,5.67,63.35,3.08,14.4,507.07,39220,9805,MLP,406.5,0.42,0.25,"[[ 229  207  223   71]
 [  64   89   47   39]
 [ 189  179 1206  126]
 [1157  787 4285  907]]",0.63,0.25,all
2018-05-23 20:53,vector_Average,600,300features_15minwords_10contextALL,0.23,5.94,62.4,3.1,14.82,517.37,39220,9805,MLP,416.74,0.9,0.81,"[[ 197   25  202  306]
 [  12   34   37  156]
 [  95   21 1018  566]
 [  60   38  354 6684]]",0.79,0.81,all
2018-05-23 21:00,vector_Average,600,300features_15minwords_10contextALL,0.22,5.43,64.04,3.11,14.89,431.88,39220,9805,MLP,330.29,0.92,0.75,"[[ 249   62  249  170]
 [  11   49   84   95]
 [ 117   59 1265  259]
 [ 143   97 1091 5805]]",0.79,0.75,all
2018-05-23 21:41,vector_Average,600,300features_15minwords_10contextALL,0.37,5.64,59.85,2.69,14.53,531.57,39220,9805,MLP,433.17,0.89,0.8,"[[ 277   53  120  280]
 [  25   48   23  143]
 [ 193   73  904  530]
 [ 147  104  285 6600]]",0.79,0.8,all
2018-05-23 21:50,vector_Average,600,300features_15minwords_10contextALL,0.21,5.29,60.16,2.88,14.15,544.21,39220,9805,MLP,447.23,0.88,0.8,"[[ 325   36  124  245]
 [  48   39   24  128]
 [ 256   54  958  432]
 [ 238   76  345 6477]]",0.79,0.8,all
2018-05-23 21:58,vector_Average,600,300features_15minwords_10contextALL,0.22,5.93,61.25,2.79,13.89,499.22,39220,9805,MLP,401.14,0.77,0.72,"[[ 381   53  142  154]
 [  74   58   36   71]
 [ 266   79 1013  342]
 [ 631  142  723 5640]]",0.78,0.72,all
2018-05-23 22:12,vector_Average,600,300features_15minwords_10contextALL,0.38,5.32,62.18,2.58,14.49,530.1,39220,9805,MLP,430.74,0.9,0.8,"[[ 273   27  142  288]
 [  18   35   32  154]
 [ 179   38  944  539]
 [ 136   49  326 6625]]",0.79,0.8,all
2018-05-23 22:25,vector_Average,600,300features_15minwords_10contextALL,0.37,5.08,60.34,2.5,13.67,499.11,39220,9805,MLP,403.4,0.64,0.63,"[[ 388  101  120  121]
 [ 123   63   13   40]
 [ 379  155  822  344]
 [1378  212  659 4887]]",0.76,0.63,all
2018-05-23 22:34,vector_Average,600,300features_15minwords_10contextALL,0.21,5.7,57.59,2.8,13.42,543.99,39220,9805,MLP,451.0,0.39,0.16,"[[  69  440  213    8]
 [  39  153   46    1]
 [ 129  355 1199   17]
 [ 859 1916 4175  186]]",0.68,0.16,all
