date,executionDesc,textModelFeatures,modelName,loadModelTime,trainDataFormattingTime,trainDataFeatureVecsTime,testDataFormattingTime,testDataFeatureVecsTime,totalExecutionTime,trainInstances,testInstances,modelTrained,modelExecutionTime,trainAccuracy,testAccuracy,confusionMatrix,averagePrecisionSK,recallSK,SMOTE
2018-05-26 13:42,vector_Average,600,300features_15minwords_10contextALL,0.2,4.73,52.43,2.59,16.41,539.79,39220,10935,MLP,449.79,0.87,0.83,"[[ 553  110  133   48]
 [  35  110   28   32]
 [ 432  111 1329  166]
 [ 225   80  433 7110]]",0.86,0.83,all
2018-05-26 13:51,vector_Average,600,300features_15minwords_10contextALL,0.2,5.19,49.89,2.95,15.73,536.83,39220,10935,MLP,448.85,0.84,0.83,"[[ 477  157  147   63]
 [  23  118   29   35]
 [ 320  180 1324  214]
 [ 160   96  426 7166]]",0.86,0.83,all
2018-05-26 14:01,vector_Average,600,300features_15minwords_10contextALL,0.21,5.08,51.33,2.8,15.88,548.68,39220,10935,MLP,459.98,0.77,0.73,"[[ 496  179  131   38]
 [  39  116   30   20]
 [ 421  220 1247  150]
 [ 617  226  848 6157]]",0.82,0.73,all
2018-05-26 15:24,vector_Average,600,300features_15minwords_10contextALL,0.34,4.5,53.43,2.11,11.79,608.02,39220,9805,MLP,522.02,0.94,0.76,"[[ 300   50  218  162]
 [  31   58   62   88]
 [ 181  108 1155  256]
 [ 218  229  795 5894]]",0.79,0.76,all
2018-05-26 15:35,vector_Average,600,300features_15minwords_10contextALL,0.23,5.32,53.73,2.47,16.24,648.29,39220,10935,MLP,556.78,0.94,0.88,"[[ 608   55  119   62]
 [  48   96   29   32]
 [ 378   52 1399  209]
 [ 124   40  138 7546]]",0.89,0.88,all
2018-05-26 21:44,vector_Average,600,300features_15minwords_10contextALL,0.34,4.09,51.9,2.26,11.57,489.66,39220,9805,MLP,406.38,0.89,0.79,"[[ 356   44  150  180]
 [  46   45   48  100]
 [ 280   54 1031  335]
 [ 277   90  471 6298]]",0.8,0.79,all
2018-05-26 21:51,vector_Average,600,300features_15minwords_10contextALL,0.22,4.88,52.92,2.31,11.67,437.11,39220,9805,MLP,351.71,0.88,0.79,"[[ 332   46  145  207]
 [  56   39   30  114]
 [ 264   52  980  404]
 [ 251   78  391 6416]]",0.8,0.79,all
2018-05-26 21:58,vector_Average,600,300features_15minwords_10contextALL,0.22,4.69,52.91,2.46,11.41,393.99,39220,9805,MLP,309.0,0.86,0.77,"[[ 333   66  135  196]
 [  51   58   32   98]
 [ 260  103  945  392]
 [ 293  168  438 6237]]",0.79,0.77,all
2018-05-26 22:05,vector_Average,600,300features_15minwords_10contextALL,0.21,4.94,51.26,2.52,11.57,419.78,39220,9805,MLP,336.35,0.89,0.8,"[[ 320   35  156  219]
 [  35   46   39  119]
 [ 199   54 1032  415]
 [ 194   76  443 6423]]",0.8,0.8,all
2018-05-26 22:14,vector_Average,600,300features_15minwords_10contextALL,0.22,4.86,52.39,2.52,11.88,522.1,39220,9805,MLP,436.73,0.82,0.77,"[[ 361   33  163  173]
 [  57   51   49   82]
 [ 283   58 1064  295]
 [ 313  100  667 6056]]",0.79,0.77,all
2018-05-26 22:23,vector_Average,600,300features_15minwords_10contextALL,0.21,4.89,50.64,2.26,11.87,580.48,39220,9805,MLP,496.54,0.87,0.75,"[[ 340   44  202  144]
 [  40   43   79   77]
 [ 278   58 1103  261]
 [ 309  132  841 5854]]",0.79,0.75,all
2018-05-26 22:33,vector_Average,600,300features_15minwords_10contextALL,0.21,5.57,51.51,2.44,11.43,559.54,39220,9805,MLP,474.44,0.91,0.76,"[[ 363   22  186  159]
 [  58   41   56   84]
 [ 271   49 1119  261]
 [ 316  112  796 5912]]",0.79,0.76,all
2018-05-26 22:41,vector_Average,600,300features_15minwords_10contextALL,0.2,4.93,51.21,2.65,11.41,520.33,39220,9805,MLP,437.03,0.95,0.8,"[[ 313   14  177  226]
 [  27   33   57  122]
 [ 203   43 1080  374]
 [ 158   68  541 6369]]",0.79,0.8,all
2018-05-26 22:50,vector_Average,600,300features_15minwords_10contextALL,0.21,5.01,52.36,2.35,11.42,521.64,39220,9805,MLP,436.36,0.86,0.79,"[[ 239   64  223  204]
 [  23   46   56  114]
 [ 135   61 1145  359]
 [ 128  105  597 6306]]",0.79,0.79,all
2018-05-26 22:58,vector_Average,600,300features_15minwords_10contextALL,0.21,5.6,50.12,2.52,11.42,509.17,39220,9805,MLP,425.71,0.85,0.77,"[[ 375   63  121  171]
 [  65   57   28   89]
 [ 312   83  949  356]
 [ 417  150  428 6141]]",0.8,0.77,all
2018-05-26 23:07,vector_Average,600,300features_15minwords_10contextALL,0.21,5.1,50.23,2.37,11.71,502.38,39220,9805,MLP,419.5,0.77,0.73,"[[ 407   44  123  156]
 [  93   46   23   77]
 [ 348   77  919  356]
 [ 668  128  525 5815]]",0.78,0.73,all
2018-05-26 23:13,vector_Average,600,300features_15minwords_10contextALL,0.21,5.23,52.5,2.08,6.69,354.87,39220,5082,MLP,274.97,0.9,0.74,"[[ 135   31  104  194]
 [  23   17   36  136]
 [ 122   24  383  350]
 [ 126   40  146 3215]]",0.71,0.74,all
2018-05-26 23:18,vector_Average,600,300features_15minwords_10contextALL,0.22,4.53,52.88,2.14,6.05,293.67,39220,5082,MLP,214.31,0.86,0.73,"[[ 154   31   80  199]
 [  26   21   32  133]
 [ 136   25  365  353]
 [ 171   39  153 3164]]",0.71,0.73,all
2018-05-26 23:23,vector_Average,600,300features_15minwords_10contextALL,0.21,5.0,51.6,2.08,6.06,294.26,39220,5082,MLP,216.42,0.86,0.73,"[[ 129   44  104  187]
 [  21   32   38  121]
 [ 106   37  419  317]
 [ 157   60  200 3110]]",0.71,0.73,all
2018-05-26 23:28,vector_Average,600,300features_15minwords_10contextALL,0.22,5.38,51.98,2.03,5.95,296.12,39220,5082,MLP,217.22,0.87,0.73,"[[ 141   33  108  182]
 [  18   21   51  122]
 [ 114   23  428  314]
 [ 143   44  196 3144]]",0.71,0.73,all
2018-05-26 23:34,vector_Average,600,300features_15minwords_10contextALL,0.21,5.27,52.16,2.03,6.28,413.85,39220,5082,MLP,334.6,0.83,0.7,"[[ 159   12  185  108]
 [  32    9  102   69]
 [ 138    7  554  180]
 [ 196   24  460 2847]]",0.73,0.7,all
2018-05-26 23:42,vector_Average,600,300features_15minwords_10contextALL,0.21,5.3,50.02,2.17,6.11,426.41,39220,5082,MLP,349.35,0.88,0.69,"[[ 157   38  151  118]
 [  39   34   74   65]
 [ 154   49  493  183]
 [ 179   88  437 2823]]",0.72,0.69,all
2018-05-26 23:49,vector_Average,600,300features_15minwords_10contextALL,0.21,4.73,50.49,2.08,5.92,425.5,39220,5082,MLP,349.25,0.91,0.7,"[[ 169   43  129  123]
 [  32   28   70   82]
 [ 157   54  481  187]
 [ 193  120  354 2860]]",0.72,0.7,all
2018-05-26 23:56,vector_Average,600,300features_15minwords_10contextALL,0.21,4.88,50.12,1.89,6.19,421.91,39220,5082,MLP,345.9,0.95,0.72,"[[ 133   20  168  143]
 [  24   11   91   86]
 [ 101   31  536  211]
 [ 103   58  363 3003]]",0.72,0.72,all
