date,executionDesc,textModelFeatures,modelName,loadModelTime,trainDataFormattingTime,trainDataFeatureVecsTime,testDataFormattingTime,testDataFeatureVecsTime,totalExecutionTime,trainInstances,testInstances,modelTrained,modelExecutionTime,trainAccuracy,testAccuracy,confusionMatrix,averagePrecision,recall,averagePrecisionSK,recallSK,SMOTE
2018-05-05 09:57,vector_Average,600,300features_15minwords_10contextALL,0.33,4.87,47.92,2.16,11.1,213.97,39220,9805,MLP,133.95,0.89,0.8,"[[ 296   33  153  248]
 [  32   38   38  131]
 [ 182   48 1024  446]
 [ 170   56  426 6484]]",0.95,0.96,0.79,0.8,all
2018-05-05 10:04,vector_Average,600,300features_15minwords_10contextALL,0.2,4.63,47.79,2.13,10.58,442.16,39220,9805,RF,363.35,1.0,0.8,"[[ 144    2   49  535]
 [   4   16    5  214]
 [  23    2  650 1025]
 [  10    0   85 7041]]",0.8,0.8,0,0,all
2018-05-05 10:09,vector_Average,600,~/GoogleNews-vectors-negative300.bin,75.54,5.83,30.89,4.19,9.03,270.29,39220,9805,MLP,124.0,0.97,0.81,"[[ 396   16   86  232]
 [  57   20   21  141]
 [ 250   33  930  487]
 [ 256   24  303 6553]]",0.96,0.94,0.8,0.81,all
2018-05-05 10:16,vector_Average,600,~/GoogleNews-vectors-negative300.bin,42.9,6.16,30.15,4.46,8.92,453.61,39220,9805,RF,340.6,1.0,0.79,"[[ 134    2   30  564]
 [   5   13    5  216]
 [  22    3  562 1113]
 [   8    0   82 7046]]",0.79,0.79,0,0,all
2018-05-05 10:20,vector_Average,600,300features_15minwords_10contextALL,0.22,4.22,46.48,2.57,13.91,206.13,39220,10935,MLP,125.86,0.9,0.85,"[[ 567   96  124   57]
 [  38  109   30   28]
 [ 455   98 1283  202]
 [ 201   52  290 7305]]",0.97,0.93,0.87,0.85,all
2018-05-05 10:27,vector_Average,600,300features_15minwords_10contextALL,0.2,4.22,46.5,2.45,14.16,430.91,39220,10935,RF,350.86,1.0,0.89,"[[ 530   19  159  136]
 [  14   77   67   47]
 [ 200   13 1467  358]
 [  20    1  128 7699]]",0.89,0.89,0,0,all
2018-05-05 10:31,vector_Average,600,~/GoogleNews-vectors-negative300.bin,44.2,5.91,31.24,4.64,11.18,248.41,39220,10935,MLP,130.77,0.97,0.84,"[[ 543   52  176   73]
 [  34  100   50   21]
 [ 272   66 1481  219]
 [ 246   52  501 7049]]",0.97,0.95,0.86,0.84,all
2018-05-05 10:39,vector_Average,600,~/GoogleNews-vectors-negative300.bin,42.12,6.1,30.32,4.68,10.65,442.96,39220,10935,RF,328.68,1.0,0.86,"[[ 467   10  178  189]
 [  16   54   63   72]
 [ 173    6 1363  496]
 [  24    0  315 7509]]",0.85,0.86,0,0,all
