date,executionDesc,textModelFeatures,modelName,loadModelTime,trainDataFormattingTime,trainDataFeatureVecsTime,testDataFormattingTime,testDataFeatureVecsTime,totalExecutionTime,trainInstances,testInstances,modelTrained,modelExecutionTime,trainAccuracy,testAccuracy,confusionMatrix,averagePrecisionSK,recallSK,SMOTE
2018-05-16 20:34,vector_Average,600,~/GoogleNews-vectors-negative300.bin,44.69,6.77,32.37,4.67,9.55,122.07,39220,9805,MLP,4.02,0.24,0.28,"[[ 326   85   46  273]
 [ 113   41    5   80]
 [ 778  386   61  475]
 [2910 1403  527 2296]]",0.56,0.28,all
2018-05-16 20:36,vector_Average,600,~/GoogleNews-vectors-negative300.bin,42.93,6.35,31.69,4.48,9.46,119.37,39220,9805,MLP,4.91,0.27,0.32,"[[  51  203  128  348]
 [   9   72   32  126]
 [ 135  705  260  600]
 [ 475 2645 1246 2770]]",0.56,0.32,all
2018-05-16 20:38,vector_Average,600,~/GoogleNews-vectors-negative300.bin,43.53,6.2,30.97,4.22,9.62,120.85,39220,9805,MLP,6.28,0.24,0.16,"[[  37    1  690    2]
 [   9    0  229    1]
 [ 157   19 1514   10]
 [ 713   53 6317   53]]",0.62,0.16,all
2018-05-16 20:40,vector_Average,600,~/GoogleNews-vectors-negative300.bin,46.08,6.3,32.25,4.89,9.78,126.96,39220,9805,MLP,5.92,0.26,0.27,"[[ 399    5  179  147]
 [ 115    3   60   61]
 [ 853   20  365  462]
 [3775  113 1369 1879]]",0.57,0.27,all
2018-05-16 20:42,vector_Average,600,~/GoogleNews-vectors-negative300.bin,43.21,6.2,32.91,4.62,10.35,123.1,39220,9805,MLP,5.92,0.19,0.1,"[[   9  289  431    1]
 [   3   70  166    0]
 [ 125  783  788    4]
 [ 155 3245 3636  100]]",0.72,0.1,all
2018-05-16 20:44,vector_Average,600,~/GoogleNews-vectors-negative300.bin,43.15,6.61,31.42,5.07,9.55,121.33,39220,9805,MLP,5.93,0.27,0.39,"[[   0   10  366  354]
 [   0    2  108  129]
 [   0    8 1216  476]
 [   0   86 4469 2581]]",0.57,0.39,all
2018-05-16 20:46,vector_Average,600,~/GoogleNews-vectors-negative300.bin,42.62,6.26,32.21,4.94,9.08,121.84,39220,9805,MLP,6.24,0.25,0.24,"[[   9  521    1  199]
 [   1  166    2   70]
 [  11 1150    3  536]
 [ 113 4847   16 2160]]",0.56,0.24,all
2018-05-16 20:48,vector_Average,600,~/GoogleNews-vectors-negative300.bin,43.09,6.45,31.47,4.69,9.71,121.6,39220,9805,MLP,6.24,0.25,0.41,"[[   1   62  376  291]
 [   0   28   91  120]
 [   1  112  719  868]
 [   9  576 3255 3296]]",0.56,0.41,all
2018-05-16 20:50,vector_Average,600,~/GoogleNews-vectors-negative300.bin,43.19,5.99,31.89,5.17,11.03,124.31,39220,9805,MLP,6.7,0.25,0.38,"[[   3  345   42  340]
 [   0  113   16  110]
 [  11  741  172  776]
 [  82 2956  702 3396]]",0.57,0.38,all
2018-05-16 20:52,vector_Average,600,~/GoogleNews-vectors-negative300.bin,43.68,6.9,31.62,4.99,9.58,124.1,39220,9805,MLP,6.6,0.24,0.19,"[[   0    7  711   12]
 [   0    2  237    0]
 [   1   30 1629   40]
 [   1  132 6818  185]]",0.6,0.19,all
2018-05-16 20:54,vector_Average,600,~/GoogleNews-vectors-negative300.bin,42.4,6.91,32.87,4.89,9.58,122.6,39220,9805,MLP,5.56,0.24,0.22,"[[  77  146  397  110]
 [  14   54  130   41]
 [ 127  519  751  303]
 [ 725 1875 3307 1229]]",0.57,0.22,all
2018-05-16 20:56,vector_Average,600,~/GoogleNews-vectors-negative300.bin,42.87,6.9,31.54,5.32,9.82,121.21,39220,9805,MLP,4.54,0.25,0.16,"[[ 202   24  462   42]
 [  58    6  152   23]
 [ 479    9 1136   76]
 [2276   62 4591  207]]",0.47,0.16,all
2018-05-16 20:59,vector_Average,600,~/GoogleNews-vectors-negative300.bin,44.02,6.59,32.12,5.07,9.63,120.44,39220,9805,MLP,3.42,0.24,0.4,"[[ 213   40  120  357]
 [  58   12   66  103]
 [ 449  169  261  821]
 [1871  899  885 3481]]",0.57,0.4,all
2018-05-16 21:01,vector_Average,600,~/GoogleNews-vectors-negative300.bin,43.1,6.73,31.66,5.07,9.59,119.87,39220,9805,MLP,3.33,0.24,0.19,"[[ 340  207   41  142]
 [  79   53   21   86]
 [ 987  331   22  360]
 [3686 1823  163 1464]]",0.54,0.19,all
2018-05-16 21:04,vector_Average,600,~/GoogleNews-vectors-negative300.bin,44.84,6.63,32.31,4.87,9.3,122.29,39220,9805,MLP,4.0,0.25,0.17,"[[  36  262  320  112]
 [  13   92  110   24]
 [  69  567  969   95]
 [ 332 2644 3609  551]]",0.55,0.17,all
2018-05-16 21:17,vector_Average,600,~/GoogleNews-vectors-negative300.bin,46.04,6.27,32.29,4.73,9.46,123.6,39220,9805,MLP,4.17,0.3,0.1,"[[ 184  405  135    6]
 [  43  160   26   10]
 [ 217  966  481   36]
 [ 882 4090 1990  174]]",0.6,0.1,all
2018-05-16 21:21,vector_Average,600,~/GoogleNews-vectors-negative300.bin,44.8,6.09,32.95,4.54,9.21,121.26,39220,9805,MLP,3.98,0.27,0.12,"[[ 371  282    8   69]
 [  95  115    4   25]
 [ 960  581   17  142]
 [3830 2551   61  694]]",0.58,0.12,all
2018-05-16 21:23,vector_Average,600,~/GoogleNews-vectors-negative300.bin,42.9,6.42,32.05,4.65,9.6,120.24,39220,9805,MLP,4.89,0.28,0.18,"[[ 160  394   84   92]
 [  34  158   20   27]
 [ 164  984  166  386]
 [ 886 4021  910 1319]]",0.56,0.18,all
2018-05-16 21:33,vector_Average,600,~/GoogleNews-vectors-negative300.bin,45.44,6.54,31.61,4.63,9.34,122.36,39220,9805,MLP,4.02,0.21,0.12,"[[ 146  141  435    8]
 [  43   30  164    2]
 [ 544  229  919    8]
 [1975 1157 3967   37]]",0.52,0.12,all
2018-05-16 21:35,vector_Average,600,~/GoogleNews-vectors-negative300.bin,43.34,6.23,31.76,4.25,9.24,120.67,39220,9805,MLP,5.28,0.24,0.62,"[[  78    0    0  652]
 [  24    0    1  214]
 [ 291    1    0 1408]
 [1164    1    1 5970]]",0.53,0.62,all
2018-05-16 21:37,vector_Average,600,~/GoogleNews-vectors-negative300.bin,46.11,6.02,32.17,4.8,9.45,124.42,39220,9805,MLP,6.01,0.23,0.41,"[[  54   25  339  312]
 [  16    7  138   78]
 [ 137   74  667  822]
 [ 548  316 2940 3332]]",0.57,0.41,all
2018-05-16 21:39,vector_Average,600,~/GoogleNews-vectors-negative300.bin,44.06,6.31,32.15,4.83,9.6,122.92,39220,9805,MLP,5.94,0.25,0.19,"[[ 599    3    0  128]
 [ 203    3    0   33]
 [1410   10    0  280]
 [5801   48    7 1280]]",0.55,0.19,all
2018-05-16 21:42,vector_Average,600,~/GoogleNews-vectors-negative300.bin,44.93,6.77,32.33,4.05,9.32,121.1,39220,9805,MLP,4.05,0.27,0.38,"[[  39   49  239  403]
 [  17   20   77  125]
 [ 134  202  567  797]
 [ 665  935 2448 3088]]",0.54,0.38,all
2018-05-16 21:44,vector_Average,600,~/GoogleNews-vectors-negative300.bin,45.89,5.84,31.72,4.98,9.34,123.16,39220,9805,MLP,4.9,0.23,0.12,"[[  11  284  421   14]
 [   0   71  157   11]
 [  46  817  768   69]
 [  54 3123 3643  316]]",0.6,0.12,all
2018-05-16 21:46,vector_Average,600,~/GoogleNews-vectors-negative300.bin,42.65,6.61,34.09,4.63,9.64,124.12,39220,9805,MLP,6.08,0.27,0.05,"[[ 121  555   54    0]
 [  26  191   22    0]
 [ 379 1179  134    8]
 [1905 4599  613   19]]",0.54,0.05,all
2018-05-16 21:51,vector_Average,600,~/GoogleNews-vectors-negative300.bin,46.28,6.85,35.19,4.52,10.11,127.44,39220,9805,MLP,3.93,0.28,0.07,"[[ 569  141    0   20]
 [ 195   41    0    3]
 [1411  245    0   44]
 [5793 1257    0   86]]",0.41,0.07,all
