date,execution,trainValidationTime,testTime
2018-05-19 13:25,,2391.75,0.0
2018-05-19 14:11,,2137.11,0.0
2018-05-19 16:10,,1493.62,0.0
2018-05-19 17:34,,2751.09,0.0
